tier,year,predictor,coef,se,pval,n,r2,dv_label,sig
T2_mundlak_cre,all,gri_blasphemy_norm_cmean,-0.058544,0.019977,0.003384,1708,0.616430,,***
T2_mundlak_cre,all,gri_apostasy_norm_cmean,-0.171398,0.044623,0.000123,1708,0.616430,,***
T2_mundlak_cre,all,gri_religious_courts_norm_cmean,0.013049,0.025532,0.609275,1708,0.616430,,
T2_mundlak_cre,all,v2x_rule_norm_cmean,0.038117,0.069216,0.581844,1708,0.616430,,
T2_mundlak_cre,all,v2x_civlib_norm_cmean,0.126981,0.068637,0.064308,1708,0.616430,,*
T2_mundlak_cre,all,v2x_egal_norm_cmean,0.109968,0.064423,0.087829,1708,0.616430,,*
T2_mundlak_cre,all,log_gdppc_norm_cmean,0.127604,0.091384,0.162612,1708,0.616430,,
P9_male_composite_placebo,all,const,0.616294,0.076922,0.000000,1756,0.017750,Male welfare index (placebo DV),***
P9_male_composite_placebo,all,gri_state_religion_norm,-0.020465,0.013065,0.117457,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_religious_law_norm,0.012145,0.010306,0.238778,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_blasphemy_norm,0.007882,0.005080,0.120974,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_apostasy_norm,-0.003892,0.010519,0.711429,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_religious_courts_norm,0.003164,0.010469,0.762544,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,v2x_rule_norm,-0.047324,0.043196,0.273439,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,v2x_civlib_norm,0.033410,0.040989,0.415137,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,v2x_egal_norm,0.090848,0.061613,0.140554,1756,0.017750,Male welfare index (placebo DV),
P9_male_composite_placebo,all,log_gdppc_norm,-0.000975,0.147252,0.994718,1756,0.017750,Male welfare index (placebo DV),
